705,1,5
2003,11,5
2195,1,5
2496,1,5
2611,11,5
4808,2,5
8099,11,5
8285,11,5
8546,1,5
11469,11,5
11784,1,5
11971,11,5
12637,12,5
12795,2,5
13504,7,5
13831,3,5
14197,5,5
15984,10,5
16320,3,5
16352,3,5
16366,1,5
16780,3,5
16822,3,5
17731,4,5
17840,11,5
18315,11,5
18733,1,5
19025,2,5
19442,1,5
19885,3,5
19899,1,5
19933,4,5
20038,11,5
20259,11,5
20918,3,5
21126,1,5
21332,2,5
22560,1,5
23369,1,5
23458,11,5
23781,4,5
24076,4,5
24306,4,5
24968,1,5
24992,1,5
25153,3,5
25171,11,5
25374,2,5
25523,2,5
25632,1,5
25859,1,5
26114,14,5
26124,11,5
27389,1,5
27922,4,5
28655,2,5
28659,10,5
29626,3,5
29804,1,5
30092,1,5
30157,11,5
30417,11,5
30650,2,5
31699,3,5
31770,3,5
32933,2,5
33495,2,5
33991,11,5
36701,3,5
36734,14,5
36821,12,5
37268,3,5
39706,7,5
39924,1,5
40117,1,5
41214,3,5
41353,3,5
43210,3,5
43969,3,5
44390,4,5
44742,5,5
44958,11,5
45970,5,5
46093,4,5
46226,2,5
47050,11,5
48481,4,5
49047,4,5
49049,11,5
49711,5,5
50202,1,5
50234,11,5
50370,5,5
51010,9,5
51183,1,5
51369,3,5
51372,4,5
52399,5,5
52703,5,5
55540,1,5
56278,3,5
56871,4,5
57077,5,5
57163,2,5
57192,4,5
57431,2,5
57506,11,5
57997,2,5
58638,4,5
58826,11,5
58926,4,5
59157,7,5
59336,5,5
59779,7,5
60067,2,5
62043,1,5
62225,11,5
65579,3,5
67273,4,5
67539,1,5
67581,7,5
67754,1,5
68163,4,5
68593,1,5
68988,11,5
69219,7,5
69525,4,5
69556,9,5
69695,9,5
69873,9,5
70224,10,5
70400,9,5
70412,2,5
70451,7,5
70722,4,5
70776,9,5
70973,1,5
71168,4,5
71460,9,5
71472,7,5
71583,3,5
71726,5,5
71939,7,5
72292,7,5
72432,4,5
72713,9,5
73118,4,5
73840,3,5
74148,10,5
74175,10,5
74226,10,5
74475,10,5
74484,10,5
74510,10,5
75157,9,5
75359,7,5
77872,9,5
78102,4,5
78290,1,5
78325,4,5
79074,1,5
79141,1,5
79528,9,5
79528,11,5
80685,1,5
81155,9,5
81218,4,5
81285,5,5
81337,1,5
81419,1,5
82243,7,5
82555,10,5
82655,12,5
82792,7,5
83058,1,5
83508,12,5
83569,14,5
83601,1,5
83951,4,5
83974,14,5
84306,14,5
84358,12,5
84919,5,5
84943,7,5
84977,7,5
85119,1,5
85223,5,5
85715,12,5
86468,9,5
86504,15,5
86514,3,5
86528,15,5
86803,15,5
86889,7,5
86961,15,5
87012,15,5
87028,15,5
87590,15,5
87933,12,5
87967,15,5
88096,15,5
88132,15,5
88296,9,5
88339,10,5
88853,12,5
88975,12,5
89221,9,5
89281,1,5
89350,9,5
89374,12,5
89484,16,5
89512,4,5
90073,15,5
90309,12,5
90961,9,5
91422,11,5
91448,15,5
91614,4,5
92031,2,5
92188,16,5
92360,15,5
92445,9,5
92485,15,5
92945,16,5
93038,16,5
93039,16,5
93040,16,5
93320,16,5
93377,16,5
93523,1,5
93802,16,5
93846,11,5
94111,16,5
94116,15,5
94210,16,5
94248,16,5
94309,16,5
94310,16,5
94603,16,5
94658,9,5
94861,9,5
94975,16,5
95017,15,5
95103,1,5
95265,12,5
95283,7,5
95537,9,5
95540,9,5
95590,9,5
95768,16,5
95795,7,5
96100,5,5
96259,4,5
96431,15,5
97403,15,5
97668,12,5
98046,1,5
98136,15,5
98503,1,5
98595,15,5
98722,3,5
99051,15,5
99297,5,5
99329,11,5
99663,15,5
99948,9,5
100422,1,5
100490,9,5
100725,5,5
100742,9,5
100843,9,5
100966,9,5
101020,9,5
101141,9,5
101274,7,5
101311,9,5
101773,1,5
101829,1,5
101852,15,5
101858,1,5
102031,9,5
102160,15,5
102581,9,5
102881,16,5
103037,9,5
103138,1,5
103196,1,5
103689,15,5
104173,9,5
104299,15,5
104594,9,5
104833,5,5
105317,9,5
106771,16,5
