11469,11,8
12795,2,8
14197,5,8
15984,10,8
17840,11,8
19025,2,8
21332,2,8
25374,2,8
30650,2,8
32933,2,8
36734,14,8
36821,12,8
43969,3,8
44742,5,8
49711,5,8
50370,5,8
51010,9,8
56278,3,8
57163,2,8
57192,4,8
57431,2,8
57997,2,8
59779,7,8
60067,2,8
62225,11,8
69556,9,8
70224,10,8
70802,9,8
72432,4,8
72713,9,8
75157,9,8
79074,1,8
79528,9,8
79528,11,8
82655,12,8
84306,14,8
85119,1,8
86528,15,8
89167,12,8
89221,9,8
89484,16,8
90679,12,8
90961,9,8
92485,15,8
92945,16,8
94248,16,8
94310,16,8
94603,16,8
95103,1,8
98503,1,8
102881,16,8
106771,16,8
