11469,9
48481,9
59779,9
32933,9
44742,9
50370,9
51010,9
15984,9
69873,9
12795,9
31770,9
58826,9
25153,9
37268,9
75157,9
82555,9
82655,9
71939,9
86961,9
36734,9
70224,9
89484,9
21332,9
25374,9
57431,9
19025,9
60067,9
88339,9
67273,9
58926,9
81218,9
85119,9
92485,9
94210,9
94111,9
43969,9
36821,9
88132,9
90961,9
99051,9
99663,9
99933,9
89281,9
78290,9
95768,9
84943,9
86528,9
102881,9
80685,9
49711,9
94603,9
57997,9
106771,9
92188,9
94310,9
50234,9
11784,7
16366,7
17148,7
24076,7
37268,7
37579,7
46093,7
49047,7
52703,7
51010,7
69556,7
59779,7
32933,7
69695,7
69684,7
70224,7
69873,7
31770,7
66711,7
72713,7
74175,7
74226,7
74510,7
74475,7
68163,7
71168,7
28659,7
74484,7
58926,7
65262,7
74148,7
26064,7
72432,7
75157,7
67273,7
36701,7
70486,7
67598,7
39924,7
69653,7
62760,7
79116,7
79528,7
29586,7
81155,7
80179,7
33991,7
79782,7
79378,7
74817,7
68593,7
81337,7
67754,7
77872,7
79489,7
72689,7
56867,7
62671,7
82511,7
81790,7
83951,7
74122,7
16780,7
49434,7
51183,7
78325,7
70400,7
73655,7
44742,7
21126,7
81218,7
39106,7
88339,7
89350,7
88296,7
90961,7
27389,7
83916,7
89002,7
17731,7
69226,7
87517,7
63648,7
91614,7
90235,7
83058,7
92635,7
25153,7
93377,7
93802,7
92445,7
93320,7
93039,7
94111,7
94210,7
94488,7
94487,7
88704,7
66572,7
95590,7
93599,7
83221,7
78102,7
94975,7
94310,7
94770,7
94603,7
94309,7
89512,7
93495,7
60013,7
89221,7
89484,7
58638,7
95768,7
90073,7
43969,7
36821,7
92204,7
73118,7
81766,7
90754,7
96875,7
88132,7
99051,7
89374,7
99663,7
99933,7
97668,7
97796,7
100154,7
95265,7
97307,7
97578,7
69525,7
65579,7
92360,7
88689,7
98132,7
99991,7
91125,7
77514,7
101574,7
64910,7
86528,7
101681,7
101704,7
101764,7
99853,7
101858,7
94248,7
88231,7
14994,7
62229,7
98722,7
98099,7
100655,7
39948,7
98100,7
95519,7
94489,7
96259,7
102881,7
91448,7
102160,7
104299,7
100725,7
103476,7
49711,7
104833,7
99297,7
101852,7
69965,7
58733,7
71726,7
96100,7
8829,7
98595,7
98503,7
104310,7
99554,7
103196,7
99589,7
85523,7
103162,7
103947,7
106771,7
100088,7
104627,7
103689,7
2496,6
2611,6
4808,6
8099,6
8546,6
12795,6
13504,6
13831,6
15984,6
16320,6
16352,6
16780,6
17840,6
18733,6
19025,6
19442,6
19885,6
19933,6
20259,6
21332,6
22560,6
23369,6
23458,6
23781,6
24306,6
24992,6
25153,6
25171,6
25374,6
25523,6
25632,6
25859,6
27922,6
28655,6
29626,6
29804,6
30092,6
30157,6
30650,6
31699,6
32933,6
33495,6
40117,6
41214,6
41353,6
43969,6
44390,6
44742,6
44958,6
45970,6
46226,6
47050,6
48481,6
49711,6
50202,6
50370,6
55540,6
56871,6
57077,6
57192,6
57506,6
58826,6
59779,6
60067,6
62225,6
14197,6
51010,6
69556,6
705,6
11469,6
57431,6
49049,6
49047,6
51369,6
67581,6
26124,6
69219,6
71472,6
57163,6
72713,6
2003,6
50234,6
70722,6
52703,6
70776,6
74175,6
70224,6
74226,6
52399,6
74510,6
74475,6
43210,6
28659,6
74484,6
74148,6
71168,6
69873,6
75359,6
26064,6
18315,6
62043,6
58926,6
59336,6
59157,6
75157,6
72292,6
51372,6
70451,6
68163,6
31770,6
16822,6
69695,6
71939,6
2195,6
67273,6
36701,6
79528,6
57997,6
82555,6
