11469,11,7
12795,2,7
15984,10,7
19025,2,7
21332,2,7
25153,3,7
25374,2,7
31770,3,7
32933,2,7
36734,14,7
36821,12,7
37268,3,7
43969,3,7
44742,5,7
48481,4,7
49711,5,7
50234,11,7
50370,5,7
51010,9,7
57431,2,7
57997,2,7
58826,11,7
58926,4,7
59779,7,7
60067,2,7
67273,4,7
69873,9,7
70224,10,7
71939,7,7
75157,9,7
78290,1,7
80685,1,7
81218,4,7
82555,10,7
82655,12,7
84943,7,7
85119,1,7
86528,15,7
86961,15,7
88132,15,7
88339,10,7
89281,1,7
89484,16,7
90961,9,7
92188,16,7
92485,15,7
94111,16,7
94210,16,7
94310,16,7
94603,16,7
95768,16,7
99051,15,7
99663,15,7
102881,16,7
106771,16,7
