705,1,6
8099,11,6
12637,12,6
12795,2,6
14197,5,6
15984,10,6
18315,11,6
19025,2,6
19885,3,6
20038,11,6
21332,2,6
25153,3,6
25374,2,6
26114,14,6
27922,4,6
28659,10,6
30157,11,6
30650,2,6
31770,3,6
32933,2,6
36701,3,6
36734,14,6
36821,12,6
37268,3,6
39706,7,6
41214,3,6
43969,3,6
44742,5,6
46226,2,6
48481,4,6
49711,5,6
50234,11,6
50370,5,6
51010,9,6
56278,3,6
57077,5,6
57163,2,6
57431,2,6
57997,2,6
58826,11,6
58926,4,6
59157,7,6
59779,7,6
60067,2,6
62225,11,6
67273,4,6
67581,7,6
68163,4,6
69556,9,6
69695,9,6
69873,9,6
70224,10,6
70776,9,6
71460,9,6
71583,3,6
71593,4,6
71939,7,6
72432,4,6
72713,9,6
73840,3,6
74226,10,6
75157,9,6
78290,1,6
79074,1,6
80685,1,6
81218,4,6
82161,12,6
82243,7,6
82555,10,6
82655,12,6
82792,7,6
83508,12,6
83569,14,6
83601,1,6
84306,14,6
84358,12,6
84943,7,6
84977,7,6
85119,1,6
86528,15,6
86889,7,6
86961,15,6
87933,12,6
88339,10,6
88853,12,6
88975,12,6
89281,1,6
89350,9,6
89374,12,6
89484,16,6
90309,12,6
90961,9,6
91422,11,6
92162,11,6
92213,1,6
92945,16,6
93038,16,6
93039,16,6
93040,16,6
94111,16,6
94210,16,6
94248,16,6
94310,16,6
94603,16,6
95265,12,6
95283,7,6
95768,16,6
97668,12,6
99051,15,6
99297,5,6
99663,15,6
102881,16,6
104833,5,6
106771,16,6
